DAPI1st,DAPI2nd,DAPI3rd,GABA488,GAD647,gephyrin594,GS594,MBP488,NR1594,PSD95_488,Synapsin647,VGluT1_647
113.092431456,25.3922180266,32.4130684617,9.19816122147,24.513544574,8.295682154,8.24248891808,2.54785749466,20.9287473321,12.3091446396,12.5091118043,9.75176489903
88.2373119524,19.6454510387,21.4534082769,3.80762660495,23.5926874966,8.67228743043,10.3195845043,1.95426241252,9.78120350471,31.0232820852,15.8479638508,11.5724362154
76.4546748932,19.1319411486,19.990507831,4.7579496915,38.5685809207,7.95396298054,9.5049833887,0.197911722829,42.8315140009,2.17655434267,15.6198386331,49.5268153773
92.200913651,22.4197121701,27.3887495521,3.95825868864,36.027081094,9.0890959035,9.12698554879,2.47590469366,7.38907798877,38.4467335483,39.8991400932,25.4798757912
73.8754711614,22.7198634521,29.374511059,1.68657990186,31.0633667591,11.2967072043,10.0119479411,0.716591992035,12.9030652158,30.5229357798,23.5556503805,12.3100064007
102.695460238,22.6004696306,28.4186599875,4.66684408265,27.2932686287,8.75181590482,8.93584846587,3.12761427677,4.75560425798,28.1065122104,29.1827802129,17.8099561678
111.438889231,18.515854935,27.0688996983,6.92044824826,37.5976848716,9.51770211194,9.33754079182,3.07585739794,2.87870205037,1.03842127948,16.7361615664,12.2936395542
106.58177137,19.048815654,26.9733264676,3.89979402678,21.0356333677,7.73089598352,9.26992790937,0.157466529351,2.74696189495,20.5256436663,29.141915551,11.529454171
119.449675816,17.7583281823,26.6489472231,3.10118757973,23.838933677,8.49653458185,7.98674329603,0.469310993332,7.67246209082,25.8503228691,14.7681918014,16.8699054408
98.9455648869,19.0175320297,26.6263716055,4.75639060872,22.4627597622,8.49242935082,7.15778826703,0.325078158524,3.68129712499,49.0422975541,30.4006007479,35.6698338748
94.1170140075,23.5411684318,28.4179193714,6.93824735224,40.2776733857,8.38674410659,12.458062863,2.0043559959,2.97685343355,40.3366074479,32.6625384353,9.97753672702
80.0824453169,21.7249953262,29.0772106936,1.18508132361,30.4400822584,6.27687418209,16.5492615442,2.00205645915,21.1162834175,10.0747803328,13.753037951,10.2707048046
89.7370763437,21.1292707977,20.9315302978,7.0570352619,24.1768572407,8.35029099623,9.39746662102,0.232865457035,7.7619993153,10.6395754878,14.7118110236,8.97411845258
116.758852691,24.5151479383,31.359832389,0.834690745987,38.5783168083,8.76632829714,9.27756137866,1.862232452,9.14693500157,53.8918594586,17.8736425873,15.0187283601
89.6706249124,20.6566484517,24.2729788427,1.78240156929,28.2071248424,8.93943533698,9.66193778899,2.0,4.4290668348,24.4584909626,40.5735252907,18.9441992434
84.1009406762,21.8330954947,27.2388094475,2.86055858112,43.2082884352,7.5359524711,16.8992049393,1.95130617119,10.5302734659,64.4471270059,23.9029909427,18.2021725835
87.117384844,20.8603268945,25.0122299691,5.4349068465,25.917476283,8.36255572065,8.50622928335,1.89198765573,2.12550005715,45.8605554921,16.4177620299,12.912332838
111.964721775,24.0779861797,30.1559204032,5.34119603055,27.2846157843,7.45783758508,17.0062347379,2.314854263,23.0521639736,18.1790928456,14.2794721255,8.43248298436
80.8881172418,21.2829332313,26.2320227484,9.60228577678,30.7547438071,7.53147044348,8.29649477771,2.0,3.11549187948,13.2890578006,24.8496199486,11.4046590474
101.545485951,23.0004606172,31.063450023,3.2005988024,21.0572316905,9.04111008752,7.90626439429,0.350990327038,3.0,2.98767848918,21.432058959,6.92042837402
83.0142922813,23.9237744996,29.9223954198,6.03915750763,27.2398763007,8.2716787162,10.3157674788,1.87876635045,4.16365080028,8.4859375653,36.2870993355,17.9008734172
118.291812573,25.9044522261,30.9176254794,12.7908954477,21.8632649658,8.72452893113,10.1575787894,2.0,5.36484909121,2.67783891946,15.8342504586,8.23695180924
77.190148871,23.0641783603,28.133022295,3.92866301019,34.1307073153,7.88325379301,9.57539710806,1.68309708669,9.24015243251,51.0016739084,26.7196381509,17.3877412921
98.1274142886,23.5604825236,28.565127314,4.80642250886,35.4352402593,7.34588652008,10.6843547417,1.54026598944,6.51132794226,44.1664104792,19.0747176368,11.2762146628
78.3962820408,20.1058881336,22.9909098354,11.2487101793,24.4892310212,7.86635001228,8.76521169437,2.0,5.69019736303,17.7202522316,31.2464990582,21.5503234788
68.2052822189,22.7280275594,28.2623443159,1.74096811236,25.2709124636,7.762476813,7.72153520007,2.0,6.84029679357,21.7820863881,17.2757706916,11.4085769808
85.2263511366,23.4160081354,29.0442999089,6.34514099278,46.1908434143,10.4641215228,9.55479756785,0.565390563759,4.70606554946,50.3371750599,21.0014830194,30.8634986547
118.251836719,24.1897615212,28.8405296036,4.70860016501,24.5091737713,8.83263269556,9.14599457824,1.02317997878,5.71496483715,54.4492987074,39.2627980985,16.6937492633
76.4805250013,22.8320845954,28.1192943302,3.15457782029,33.1554811627,8.1785429619,9.60369838993,2.32833838142,9.74727668845,44.2542111696,36.9307614645,18.6542855625
69.7280628519,20.6712692398,26.5303876865,4.67760580566,25.5297882816,8.09913728512,8.90567936121,1.98824738296,5.33746494552,22.9727913001,26.5227666817,9.98242459273
115.434576238,19.1602564103,27.8559894304,3.81728322568,25.3427774516,15.2744666275,9.29105500098,2.52989821883,6.60657662948,9.88510471717,28.5570561754,36.2930123312
88.4407291348,20.2226765515,26.2221033323,2.73031947417,24.0988612045,8.5132604708,10.6152934882,2.18851268725,3.07352491593,52.1144909814,27.4003745032,26.0374121064
81.8653926049,22.7934150395,27.5634607395,2.91472787703,28.4004985459,8.53926049024,16.8290402991,2.19007062734,8.74896136269,47.3723514749,29.5633568758,19.1098878272
89.4815357952,22.6832422344,26.7840287962,1.5424610052,26.3563524863,7.82135715238,7.5307292361,2.14691374483,7.88494867351,17.1459805359,17.4724703373,14.7797626983
85.6748099891,21.0186252401,25.2197861856,6.94725632674,35.4246220663,7.6433642362,9.23811910131,1.84118433141,3.64311367243,41.9838803976,31.1034828364,18.3553411843
73.8599106836,18.9005839918,21.7442116111,5.17320508416,24.0357265544,9.17059429749,11.3754723463,2.0,10.2414977671,13.3001717623,15.6475437994,9.37244933013
70.8649932157,20.9336838535,22.5685210312,11.8012211669,34.2988466757,7.30376526459,16.3714382632,0.410108548168,15.197761194,14.7452510176,28.302238806,9.06631614654
77.7100230795,20.6933728981,25.9462578305,0.0,43.7004615892,6.37636003956,6.6749093307,0.0,10.982360699,35.0613254204,18.6455654468,21.6557863501
68.9699992443,19.5477971737,23.6174714728,4.96561626237,22.5089548855,9.47683820751,8.38275523313,0.109952391748,9.12567067181,43.3249452127,16.1255195345,11.1824227311
84.8048024297,23.5572147173,29.0683033313,4.32952640071,32.4509158784,8.20155651871,8.6148565282,0.294852731817,2.96757252681,53.398620646,28.6977126768,18.1832705875
109.564204475,24.3935130148,29.5554924679,2.84733582924,27.6413704998,10.9633244025,10.2481058926,1.30238293795,6.00466651289,33.1895172022,17.3736758991,17.6323391118
71.9033942559,21.318537859,27.2785030461,3.81549173194,22.6762402089,8.12837249782,9.24804177546,0.0,3.0,1.85509138381,13.4364664926,7.24151436031
97.797752809,23.6404494382,30.6384666226,13.6533377396,25.8952412426,66.529742234,11.0039656312,3.24818241904,6.70026437541,1.74983476537,29.6754791804,6.32683410443
86.6855888878,19.6729044082,21.5421047555,25.2078711295,23.9019484904,77.3397800714,18.4823478345,0.146763769654,4.6709752098,2.26193691521,16.6669721231,6.69359506125
46.4759155394,22.0270537776,30.0465193006,0.0,19.7410095678,6.76789838337,10.0875948532,0.024744308809,2.87264929066,17.5244143847,12.1276806335,14.6369185087
76.9218866644,21.1487275195,25.2005089922,5.78812351544,24.6398710553,8.89650492026,8.92480488633,2.27685782151,4.58659653885,17.5040719376,34.9486935867,17.971326773
93.7905949008,21.1385835694,26.7307082153,5.95915014164,23.5791501416,8.76917847025,7.79722379603,8.78232294618,3.63235127479,6.21960339943,24.7683852691,9.57512747875
99.1124559859,24.091475939,31.4762323944,36.621185446,27.9467062793,37.06686473,13.0560812793,1.19523914319,6.48789612676,1.81257335681,18.9186106221,6.71867664319
117.385779725,23.4447321251,29.2164907389,4.80163314081,29.3993228441,8.33021310496,8.79446325433,0.373630750846,2.82991435969,2.31507667795,18.7347142004,18.1001792472
108.835475492,23.7658469116,28.1231319367,8.36926087103,44.7562999696,9.11385487299,19.5518672199,2.0904766724,23.926728064,14.2596903147,12.8350032048,10.6283776946
82.1357056695,23.3547949337,26.6572677925,2.94963811821,24.0640832328,8.91314837153,8.37243667069,2.01809408926,6.94556694813,27.9888419783,13.0965018094,8.58293124246
103.80378748,24.3164650184,29.8942661757,4.68763808522,28.9187795897,8.06123093109,9.20115728564,2.67375065755,10.4566017885,42.1917937927,13.4067332983,18.7497106786
102.334477774,23.2159980725,26.0872184074,5.43856161908,30.8077942417,9.62552704493,18.280809541,0.53294783761,20.532465968,11.2470184315,14.4015178894,7.2646669076
86.6571197411,23.166828479,31.3469255663,9.43786407767,30.9608414239,8.53300970874,9.66359223301,2.64546925566,8.99724919094,31.2928802589,21.2980582524,13.2776699029
62.7957321165,21.9869816132,29.4925513354,21.0358341162,43.7841900416,43.7200375788,11.8970607972,2.27244665146,5.0234867803,6.16642061468,31.6566903771,7.61535364381
98.3801180491,23.290990991,29.4176141659,2.6045666356,39.6531842187,8.19707983846,9.10493942218,2.0,3.51985088537,27.0245107176,35.3253184219,13.4994408201
79.6013259517,23.4040051945,29.4866379605,5.97040530381,35.5957214134,6.50468183993,9.13703779646,2.0,5.68580411455,41.0090219397,20.5566263413,10.4591620532
72.2329103688,21.2129439572,27.1838029483,3.84530696025,45.37264415,6.90097655035,9.59131056789,0.0695092367979,10.0916837718,26.1756857623,19.321795111,9.83243142377
88.6316814016,24.3301970963,31.2374077379,8.43782950766,52.3590721064,7.5232378944,13.7552112905,2.61391840376,8.85781490794,42.2105604672,24.8252899667,23.2348122313
82.3357742628,23.1501659832,28.346709627,1.1620777192,30.5033196641,7.55867994532,10.3105838703,2.02294473736,15.2205623902,9.74780316344,27.5938293302,14.317418473
129.006363797,21.866890578,25.6674916033,4.38306522892,30.7820399505,9.68569913382,10.1403570797,2.78769665901,3.19091391197,21.5225384479,26.2381120735,10.3910199753
109.255174875,22.2191291934,29.8754461099,3.32512491078,42.3315488936,10.5688793719,9.05317630264,2.0,3.19379014989,8.47037830121,13.1709493219,10.9503925767
90.0684708184,18.9682099772,27.3452885556,0.165634170199,25.2988262145,8.64623410499,6.92321486795,3.8747962178,7.90837952396,25.3716987284,25.1294424519,11.9755461363
114.660930617,20.4604900881,27.7411894273,27.9990363436,36.8890418502,52.6411068282,23.1160517621,2.97370594714,6.40418502203,2.17111784141,20.4560848018,8.75165198238
79.7635285967,18.8646755446,25.9953814179,24.0757447464,32.0165499192,29.6458317297,14.717188823,1.51851281657,2.4214456162,2.40497267339,22.4229851436,6.8207990147
117.907615564,20.2774193548,27.7883604922,2.60345859661,23.9986697705,9.8317924842,10.0520784835,2.58623212504,12.4023279016,21.6762221483,27.7386764217,14.7136015963
122.014825411,19.8700175564,26.1425320242,1.91553416997,50.2253072371,7.54938552572,10.2601599584,2.57695558879,3.52857793094,30.4911892841,31.2830483126,21.38819169
114.178368248,19.6395823573,26.8934475604,2.35546482832,21.140686701,8.05180376146,10.0236931932,2.52158490061,3.21303794927,27.6906498896,24.5363764139,14.7331503915
109.170848872,19.7100056886,27.368244738,6.54035775235,25.2308324379,9.97383224828,11.4533847418,0.0424119840718,13.8601226218,21.987801024,18.3739333797,33.9180835598
105.923003638,24.3455742248,29.9213580461,5.13043478261,45.81915815,7.25047635545,8.36895894682,3.53065996882,2.76199549628,29.0442577516,21.2239736705,16.5103065997
76.3946360153,20.9692504175,25.5944591807,8.41104234208,21.3103448276,8.27311130759,9.31486393555,2.70773160428,5.216622458,18.9623735141,14.1386187248,11.4468022399
101.560580107,18.6418864908,27.4471851091,5.84663697613,38.0920406532,8.01952723535,11.3488637661,3.07045791938,5.71211602147,21.408016444,34.1331506224,10.6891629554
105.972775887,18.5724355858,26.3434613515,4.81550802139,37.2032085561,8.9275644142,10.5099659699,2.09066601847,23.3587749149,11.241614001,47.6280991736,8.83835683034
88.9168823326,19.7687198068,26.2150621118,5.00034506556,26.3364389234,14.6400534852,9.22131642512,2.58195307108,6.12258454106,16.2766994479,21.2284334023,10.021652864
89.202444778,22.7208235042,27.6721852884,5.91494745872,29.9070126528,8.13647866181,9.43448423762,2.37966974051,5.37336478662,42.9411537637,23.4711130174,17.2811494746
84.9582599591,22.1188425111,28.875113036,17.8659273714,23.7954404836,6.94626624149,9.9942411118,1.73099804864,6.6716957784,24.0246061587,14.3724715625,16.5604683261
101.111839158,21.9125224014,28.3660954301,1.57011648746,31.8096998208,12.0010640681,9.78119399642,2.17596326165,5.83546146953,27.1322804659,42.9457325269,21.1330645161
89.2866890197,24.3704190016,30.9757790335,3.29731060517,40.7923046261,9.95254284977,12.1613871369,0.484278646627,12.0634246993,55.4489905977,49.3134188375,17.5067879669
91.2656955965,23.374940994,28.7662687976,4.73835052937,31.1907748331,12.6609346551,11.2963787174,1.7807674152,3.2567266842,50.2346752984,16.5466316002,13.3262526131
59.4700514139,21.7903598972,28.7533419023,5.53868894602,29.9354755784,6.60218508997,9.60706940874,2.10912596401,2.38483290488,24.2287917738,26.6897172237,26.8250642674
91.981044905,24.3656735751,29.1083333333,9.04525043178,23.0601468048,8.498791019,9.90682210708,2.14373920553,3.57016407599,48.7177892919,20.1392487047,14.2993523316
89.6623252167,25.0607657795,31.3734372958,4.36232957268,23.6193317942,8.91627825935,8.93727403406,2.0000435597,7.74373829333,55.8114736246,12.6890708716,15.3020429499
81.1826979227,23.0884291316,30.2212396763,30.7414699258,36.832568616,35.9139067323,13.5520146826,0.0,2.88579294235,7.4967881872,17.2793025778,8.14448986402
96.9927269821,24.7424872123,30.4627957161,4.46930946292,25.300951087,7.68861892583,9.50211796675,2.90405210997,3.83284047315,30.5660565857,13.985693734,12.0466751918
61.9984771574,16.5911167513,25.2472081218,37.5269035533,25.5512690355,110.851015228,21.9294416244,2.2961928934,4.37335025381,2.38680203046,16.1378172589,7.28426395939
114.884216819,23.5607811877,30.4543642886,5.60163411718,29.128935831,7.90613790355,13.3933838183,2.11359107214,17.3776404942,1.23953766441,15.1474691112,8.46472698286
100.468410976,23.5231819317,30.3558447324,4.87985904942,30.6531450293,6.98773618934,8.16969562443,2.53724924392,2.86224022641,85.5456563358,20.1512999084,25.2129519159
123.85242904,24.1229688734,30.5517184059,5.87796617213,29.2679424843,8.49840003325,9.74556372855,0.59192536259,3.92008477746,67.6548435357,23.1600590118,23.3739143083
125.495010691,17.1327512473,24.9128652887,2.42765502495,42.0420527441,8.29793300071,16.2382394868,2.1364932288,5.01015680684,6.84408410549,22.7720955096,7.86136849608
106.749401437,23.1754012592,27.7190742219,7.08468564334,36.5256717212,8.66826283586,12.5805622063,2.05648665425,8.98040258934,84.4408087257,27.9485678815,18.1078300967
78.7923471021,22.9003095314,28.3762407941,28.3477959227,32.079090618,17.8837122425,12.4852705732,2.05651617035,2.74607748959,2.28503575622,16.5987298538,7.32340698047
79.0485204926,20.2745818783,23.5642345157,2.89009373277,23.1192795442,9.45322551002,8.02756846168,2.0,2.81143172211,2.45469582797,12.4795074435,6.95993383569
110.221715818,21.1806970509,26.6833780161,9.39034852547,24.4989276139,8.1600536193,8.91528150134,2.25361930295,9.17050938338,2.41367292225,14.863002681,8.77399463807
97.2636923453,24.3176868806,30.8019656621,6.76208148118,22.7139186819,7.66155540149,9.6894498593,1.9364218425,5.34492883651,24.6482198932,26.3410546063,17.8615064638
74.2507263219,22.8747821034,29.9973852411,3.29372457873,39.8265543289,8.00145264381,13.4979662987,2.0,16.0264381174,4.04503195816,16.5691458454,10.8448576409
46.515433611,24.3988241058,30.3020578148,8.22292993631,25.2871141597,5.0188633023,6.38118569329,2.0,15.3797158256,10.3912297893,14.1077902989,6.19647231749
105.088053553,23.5108135942,30.8738414006,3.73635427394,22.7188465499,9.73789907312,10.7651905252,1.4850669413,6.40113285273,16.5937178167,12.6560247168,10.4685890834
127.844564354,22.1095495043,28.5203496884,6.64169490107,23.6542853558,9.70418705818,12.2815075083,2.00163132137,2.90688919563,46.4220939474,29.671518802,37.6738612122
68.4471434124,18.4119704625,25.6568208317,5.77361057132,24.2164788185,7.83424018655,13.3661095997,2.21414691022,6.26506024096,14.4249902837,18.7916828605,10.46618733
68.2367385323,22.2235728466,27.5908536798,5.78757270732,44.2599352165,7.17223363868,9.34370102051,1.9985719759,8.48019922678,33.6826651806,26.7216746195,16.2304343283
89.3414506567,20.3362199233,21.3287225386,10.9321167035,27.9873881204,8.87376496571,11.5216784842,1.99732651401,9.45449261885,18.4208996862,52.8283738231,9.59682668836
71.9322024713,22.4963689573,28.6287123347,5.89529590288,35.1211250813,7.78002384565,10.4878061999,2.1183069586,15.9889984825,25.2969867765,19.9120962497,13.9279752872
95.173874669,22.4991173875,28.3548102383,2.48764342454,24.645631068,8.11915269197,12.4192409532,0.0,11.4571932921,19.3861429832,13.1045895852,8.3773168579
135.310551876,20.4195143488,28.6372626932,4.66022075055,27.5367770419,10.2034437086,9.25969094923,4.39081677704,31.2208388521,71.570419426,12.9497571744,19.3654746137
117.074338388,21.5518881951,24.5289919715,3.97085935177,19.7624145109,10.2239072257,9.56051144811,2.96788581624,2.54296758846,40.1638418079,15.5551590842,14.1909009813
77.5990427099,22.8379970545,24.1218703976,34.6520618557,51.3508836524,53.8265832106,14.3919366716,1.88604565538,4.23159057437,1.21354933726,23.6754418262,7.35714285714
102.015560495,21.0441409971,20.4350587488,30.6456017783,29.1794220387,0.98793267704,14.2778659892,1.69228326453,2.31787869165,2.54874563353,19.116862496,8.76976818037
138.230153203,20.6215181058,27.8579387187,0.0181058495822,42.9644846797,9.65842618384,8.77646239554,0.0,3.34784122563,15.2698467967,22.741643454,8.83461002786
90.4965421853,23.7154400524,31.6349275679,6.42964257116,23.2892188979,8.98500400379,9.04207614472,2.26818082551,2.82026643372,1.78889131543,15.3154982893,6.04964693892
128.467398321,22.3421562298,28.6583279535,13.8528082634,24.2901872176,9.06471917366,10.7009360878,2.0,10.0761781795,12.1063589413,14.8173014848,9.49548095546
127.926347474,21.6409556956,26.232903772,5.59796820619,51.0995202709,9.95522528455,9.38171385571,2.13959175995,11.9406452827,8.20195654219,16.3550935942,7.68732950804
99.5072977099,21.8461374046,25.4959389313,5.72711450382,25.039389313,8.16232061069,7.92473282443,1.45264122137,3.2013129771,23.7590229008,13.3541374046,16.4283664122
102.976351839,18.4448449892,26.1454938717,6.07555875991,31.6738284066,8.37736121125,8.50209084355,2.86733958183,2.8408074982,24.5126171593,12.7346791637,12.4633020908
82.8338054046,19.9418969609,19.611115364,4.92007961418,26.1978871622,8.9392941897,11.1283778611,2.00030620837,3.96271913037,34.7713388961,32.0780065835,20.8701676491
126.835158151,17.5182481752,18.2414841849,2.60644768856,28.9513381995,8.58941605839,9.75425790754,2.0,18.4081508516,21.7384428224,13.3588807786,20.048053528
111.886082864,22.966299689,30.4273468359,3.87662828809,25.4894528952,8.32624590302,13.9849987394,2.04958399866,10.4922262375,45.8978485587,14.9829397428,14.009706698
127.385964912,21.7174653051,27.2746792354,5.34380727939,20.6179628175,7.54516889238,8.78083267871,0.131448023043,3.74103168369,24.1681068342,37.8415815659,14.6158680283
121.316871253,22.2111523456,26.161004853,4.32648206299,43.1446379294,10.850604244,10.0102769055,4.55552383671,5.01065753164,88.3697782853,22.2677704824,25.846131887
